gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,tenure_group,TenureMonthlyRatio,AvgRevenuePerMonth,TotalServices,HighRiskCustomer,Gender_Label,Contract_Label,Internet_Service_Label,Payment_Method_Label,Churn_Status,Tenure_Group
1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,75.9,357.75,1,59.625,1,0.0650195058517555,59.625,0,0,Male,Month-to-month,Fiber optic,Bank transfer,Churned,0-6 Months (High Risk)
1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,85.7,4616.1,0,85.48333333333333,4,0.6113033448673587,85.48333333333333,0,0,Male,Month-to-month,DSL,Electronic check,Stayed,4+ Years
0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,4533.7,1,94.45208333333332,3,0.4711779448621553,94.45208333333332,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
0,0,0,1,31,1,0,2,1,1,1,1,1,1,1,0,1,20.1,589.25,0,18.4140625,3,1.4691943127962084,18.4140625,0,0,Female,One year,No Internet,Credit card,Stayed,2-4 Years
1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,61.8,750.1,0,53.57857142857143,2,0.2070063694267516,53.57857142857143,0,0,Male,Month-to-month,DSL,Bank transfer,Stayed,1-2 Years
0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,1410.25,0,48.62931034482759,3,0.550098231827112,48.62931034482759,0,0,Female,Month-to-month,DSL,Mailed check,Stayed,2-4 Years
0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,830.85,1,75.53181818181818,1,0.1143510577472841,75.53181818181818,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,6-12 Months
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,743.5,0,19.06410256410257,3,1.7757009345794394,19.06410256410257,0,0,Male,Two year,No Internet,Bank transfer,Stayed,2-4 Years
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,45.3,1,22.65,1,0.0215982721382289,22.65,0,0,Female,Month-to-month,DSL,Mailed check,Churned,0-6 Months (High Risk)
1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,7040.85,1,103.54191176470589,4,0.6374881065651761,103.54191176470589,0,0,Male,One year,Fiber optic,Electronic check,Churned,4+ Years
1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,3865.45,0,72.93301886792453,4,0.6806282722513088,72.93301886792453,0,0,Male,One year,DSL,Mailed check,Stayed,4+ Years
1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,108.15,6825.65,0,108.34365079365078,4,0.5680256527714155,108.34365079365078,0,0,Male,Two year,Fiber optic,Mailed check,Stayed,4+ Years
0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,86.25,1340.1,0,78.82941176470588,2,0.1833810888252149,78.82941176470588,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,371.65,1,61.94166666666666,1,0.0609756097560975,61.94166666666666,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,95.7,1184.0,0,91.07692307692308,1,0.124095139607032,91.07692307692308,0,0,Male,One year,Fiber optic,Electronic check,Stayed,6-12 Months
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.85,8477.7,0,116.13287671232878,4,0.6109461179465422,116.13287671232878,0,0,Female,Two year,Fiber optic,Bank transfer,Stayed,4+ Years
1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,7382.85,0,102.53958333333334,4,0.6651053864168618,102.53958333333334,0,0,Male,One year,Fiber optic,Bank transfer,Stayed,4+ Years
0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,456.85,0,18.274,2,1.1347517730496457,18.274,0,0,Female,One year,No Internet,Mailed check,Stayed,1-2 Years
0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,331.6,0,20.725,2,0.7281553398058251,20.725,0,0,Female,Two year,No Internet,Mailed check,Stayed,1-2 Years
1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,90.6,6056.15,1,89.06102941176471,4,0.7314410480349346,89.06102941176471,0,0,Male,One year,Fiber optic,Credit card,Churned,4+ Years
1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,60.95,134.6,0,44.86666666666667,1,0.0322841000807102,44.86666666666667,0,0,Male,Month-to-month,DSL,Bank transfer,Stayed,0-6 Months (High Risk)
0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,25.05,125.5,0,20.916666666666668,1,0.1919385796545105,20.916666666666668,0,0,Female,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,1390.6,1,86.9125,2,0.1682557487380818,86.9125,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,1,10.1,1,0.0471698113207547,10.1,0,0,Male,Month-to-month,No Internet,Mailed check,Churned,0-6 Months (High Risk)
1,0,1,1,41,1,0,0,2,2,2,0,0,0,1,1,0,60.3,2511.3,0,59.79285714285714,3,0.66884176182708,59.79285714285714,0,0,Male,One year,DSL,Bank transfer,Stayed,2-4 Years
0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2737.05,0,62.20568181818182,3,0.6620477290223248,62.20568181818182,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,2-4 Years
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,74.3,0,37.15,1,0.0132802124833997,37.15,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,0-6 Months (High Risk)
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,0,35.3,1,0.0139664804469273,35.3,0,0,Female,Month-to-month,Fiber optic,Mailed check,Stayed,0-6 Months (High Risk)
0,0,1,1,26,1,0,1,0,0,0,0,2,2,0,1,2,90.8,2361.8,1,87.47407407407408,3,0.2832244008714597,87.47407407407408,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1730.35,1,75.23260869565217,2,0.2738021157436217,75.23260869565217,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,6404.0,0,88.94444444444444,4,0.7755324959038777,88.94444444444444,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,19.45,165.35,0,20.66875,1,0.3422982885085575,20.66875,0,0,Male,Two year,No Internet,Mailed check,Stayed,6-12 Months
0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,64.45,1867.6,0,64.39999999999999,3,0.427807486631016,64.39999999999999,0,0,Female,Month-to-month,DSL,Bank transfer,Stayed,2-4 Years
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1043.3,0,61.37058823529412,2,0.2264685067232837,61.37058823529412,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,128.6,0,16.075,1,0.3414634146341463,16.075,0,0,Male,One year,No Internet,Mailed check,Stayed,6-12 Months
0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,110.5,7455.45,0,106.50642857142856,4,0.6188340807174888,106.50642857142856,0,0,Female,Two year,Fiber optic,Bank transfer,Stayed,4+ Years
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,24.7,0,12.35,1,0.0389105058365758,12.35,0,0,Female,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,206.15,0,51.5375,1,0.0382653061224489,51.5375,0,0,Male,Month-to-month,DSL,Electronic check,Stayed,0-6 Months (High Risk)
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,2030.3,1,92.28636363636365,2,0.2147239263803681,92.28636363636365,0,0,Male,Month-to-month,Fiber optic,Bank transfer,Churned,1-2 Years
0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,5869.4,0,83.84857142857142,4,0.798611111111111,83.84857142857142,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Stayed,4+ Years
0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,47.6,3377.8,0,46.91388888888889,4,1.4609053497942386,46.91388888888889,0,0,Female,Two year,DSL,Bank transfer,Stayed,4+ Years
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,19.4,1346.2,0,19.231428571428573,4,3.382352941176471,19.231428571428573,0,0,Female,Two year,No Internet,Mailed check,Stayed,4+ Years
0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,103.85,4946.05,0,100.93979591836737,3,0.457796852646638,100.93979591836737,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,4065.0,1,84.6875,3,0.5572021339656195,84.6875,0,0,Male,Month-to-month,Fiber optic,Bank transfer,Churned,2-4 Years
0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4,106.55,1,35.516666666666666,1,0.0396825396825396,35.516666666666666,0,0,Female,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,4964.7,0,107.9282608695652,3,0.4111466423024212,107.9282608695652,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,2-4 Years
1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81.0,4085.75,0,78.57211538461539,4,0.6219512195121951,78.57211538461539,0,0,Male,Month-to-month,Fiber optic,Bank transfer,Stayed,4+ Years
0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2,1742.75,1,75.77173913043478,2,0.2743142144638404,75.77173913043478,0,0,Female,Month-to-month,DSL,Electronic check,Churned,1-2 Years
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,86.65,6224.8,0,85.27123287671233,4,0.8214489446662863,85.27123287671233,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,92.95,3415.25,0,89.875,3,0.3938265034592868,89.875,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.35,6325.25,0,87.85069444444444,4,0.7772304324028463,87.85069444444444,0,0,Male,Two year,DSL,Electronic check,Stayed,4+ Years
1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,340.25,1,42.53125,1,0.1408450704225352,42.53125,0,0,Male,Month-to-month,DSL,Electronic check,Churned,6-12 Months
0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1683.6,0,25.128358208955223,4,2.523900573613767,25.128358208955223,0,0,Female,Two year,No Internet,Credit card,Stayed,4+ Years
1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3966.3,0,76.275,4,0.6589147286821705,76.275,0,0,Male,One year,DSL,Bank transfer,Stayed,4+ Years
0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,19.55,608.5,0,19.62903225806452,3,1.45985401459854,19.62903225806452,0,0,Female,One year,No Internet,Bank transfer,Stayed,2-4 Years
0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2896.6,0,82.75999999999999,3,0.3937463810075275,82.75999999999999,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1514.85,0,23.30538461538461,4,2.48062015503876,23.30538461538461,0,0,Male,Two year,No Internet,Mailed check,Stayed,4+ Years
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,6792.45,0,102.91590909090908,4,0.6240998559769563,102.91590909090908,0,0,Male,One year,Fiber optic,Bank transfer,Stayed,4+ Years
1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,4669.2,0,97.275,3,0.4619164619164619,97.275,0,0,Male,Month-to-month,Fiber optic,Mailed check,Stayed,2-4 Years
0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,95.6,1,47.8,1,0.010351966873706,47.8,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,2934.3,1,58.68600000000001,4,0.8065843621399177,58.68600000000001,0,0,Female,Month-to-month,DSL,Credit card,Churned,4+ Years
0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,6302.8,0,92.68823529411765,4,0.7045215562565721,92.68823529411765,0,0,Female,Two year,Fiber optic,Credit card,Stayed,4+ Years
1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,0,0,19.35,779.2,0,19.48,3,1.9164619164619163,19.48,0,0,Male,One year,No Internet,Bank transfer,Stayed,2-4 Years
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,19.9,283.75,0,18.916666666666668,2,0.6698564593301436,18.916666666666668,0,0,Male,Month-to-month,No Internet,Mailed check,Stayed,1-2 Years
0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,4600.7,1,104.56136363636364,3,0.3939532753092075,104.56136363636364,0,0,Female,Month-to-month,Fiber optic,Credit card,Churned,2-4 Years
1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,5594.0,0,98.140350877193,4,0.54875061244488,98.140350877193,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,772.85,0,51.52333333333333,2,0.232945091514143,51.52333333333333,0,0,Female,One year,DSL,Credit card,Stayed,1-2 Years
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,71.35,1,35.675,1,0.0138217000691085,35.675,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,55.85,857.8,0,50.45882352941176,2,0.2814423922603342,50.45882352941176,0,0,Male,One year,DSL,Mailed check,Stayed,1-2 Years
1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,106.05,7554.05,0,106.3950704225352,4,0.6539000467071462,106.3950704225352,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,84.1,5981.65,0,81.94041095890411,4,0.8460634547591069,81.94041095890411,0,0,Male,Two year,DSL,Credit card,Stayed,4+ Years
0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1702.9,0,70.95416666666667,2,0.3014416775884665,70.95416666666667,0,0,Female,Month-to-month,Fiber optic,Credit card,Stayed,1-2 Years
1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,467.15,0,21.23409090909091,2,0.8171206225680934,21.23409090909091,0,0,Male,Month-to-month,No Internet,Mailed check,Stayed,1-2 Years
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,20.15,1,10.075,1,0.0472813238770685,10.075,0,0,Female,Month-to-month,No Internet,Mailed check,Churned,0-6 Months (High Risk)
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,69.75,1,34.875,1,0.0141342756183745,34.875,0,0,Male,Month-to-month,Fiber optic,Bank transfer,Churned,0-6 Months (High Risk)
0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2,2931.0,1,88.81818181818181,3,0.3397027600849256,88.81818181818181,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,1400.85,1,77.82499999999999,2,0.207697006719609,77.82499999999999,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65,137.85,1,27.57,1,0.1154401154401154,27.57,0,0,Female,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,55.8,1941.5,0,52.472972972972975,3,0.6338028169014085,52.472972972972975,0,0,Female,One year,DSL,Electronic check,Stayed,2-4 Years
0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,39.7,1932.75,0,37.89705882352941,4,1.2285012285012284,37.89705882352941,0,0,Female,Two year,DSL,Credit card,Stayed,4+ Years
0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,1423.05,0,29.04183673469388,3,1.5737704918032789,29.04183673469388,0,0,Female,Month-to-month,DSL,Credit card,Stayed,2-4 Years
0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,970.85,0,19.03627450980392,4,2.364066193853428,19.03627450980392,0,0,Female,Two year,No Internet,Credit card,Stayed,4+ Years
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,1,79.55,5810.9,0,79.60136986301369,4,0.893854748603352,79.60136986301369,0,0,Male,Two year,DSL,Credit card,Stayed,4+ Years
1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,24.8,223.9,0,20.354545454545452,1,0.3875968992248061,20.354545454545452,0,0,Male,Month-to-month,No Internet,Credit card,Stayed,6-12 Months
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.65,391.7,0,20.61578947368421,2,0.8716707021791769,20.61578947368421,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,1-2 Years
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.95,79.95,1,39.975,1,0.0123533045089561,39.975,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3,19.3,1,9.65,1,0.0492610837438423,9.65,0,0,Female,Month-to-month,No Internet,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,94.05,811.65,0,81.16499999999999,1,0.094687006838506,81.16499999999999,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,6-12 Months
1,0,0,0,2,1,2,1,2,0,0,0,0,2,0,0,3,90.75,174.75,0,58.25,1,0.0217983651226158,58.25,0,0,Male,Month-to-month,Fiber optic,Mailed check,Stayed,0-6 Months (High Risk)
0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,78.85,3126.85,0,76.26463414634146,3,0.5009392611145899,76.26463414634146,0,0,Female,Month-to-month,Fiber optic,Credit card,Stayed,2-4 Years
1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,99.5,6841.45,0,97.735,4,0.6865671641791045,97.735,0,0,Male,One year,Fiber optic,Bank transfer,Stayed,4+ Years
0,0,1,0,37,1,2,1,2,0,2,2,0,2,1,1,2,99.2,3754.6,1,98.80526315789471,3,0.3692614770459081,98.80526315789471,0,0,Female,One year,Fiber optic,Electronic check,Churned,2-4 Years
1,0,0,1,18,1,2,1,0,0,2,0,0,0,0,1,1,80.55,1406.65,0,74.03421052631579,2,0.2207234825260576,74.03421052631579,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,1-2 Years
1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,834.7,0,69.55833333333334,1,0.1544943820224719,69.55833333333334,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,6-12 Months
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,627.4,1,69.71111111111111,1,0.0928074245939675,69.71111111111111,0,0,Female,Month-to-month,Fiber optic,Credit card,Churned,6-12 Months
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25,242.0,1,60.5,1,0.0393442622950819,60.5,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,1,1,55,1,0,0,2,0,0,0,0,2,1,0,1,59.45,3157.0,0,56.375,4,0.9098428453267162,56.375,0,0,Male,One year,DSL,Credit card,Stayed,4+ Years
1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,93.35,3092.0,0,90.94117647058825,3,0.3497615262321145,90.94117647058825,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,44.95,2168.9,0,46.1468085106383,3,1.001088139281828,46.1468085106383,0,0,Female,Month-to-month,DSL,Bank transfer,Stayed,2-4 Years
1,0,0,0,34,1,2,2,1,1,1,1,1,1,2,0,0,26.1,980.35,0,28.01,3,1.2546125461254611,28.01,0,0,Male,Two year,No Internet,Bank transfer,Stayed,2-4 Years
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,20.2,65.95,0,16.4875,1,0.1415094339622641,16.4875,0,0,Female,Month-to-month,No Internet,Electronic check,Stayed,0-6 Months (High Risk)
1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,21.25,711.9,0,22.96451612903226,3,1.348314606741573,22.96451612903226,0,0,Male,Two year,No Internet,Mailed check,Stayed,2-4 Years
0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,59.4,1952.8,0,57.43529411764706,3,0.5463576158940397,57.43529411764706,0,0,Female,One year,DSL,Electronic check,Stayed,2-4 Years
1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,1,1,95.0,4368.85,0,94.975,3,0.46875,94.975,0,0,Male,One year,Fiber optic,Credit card,Stayed,2-4 Years
1,0,0,0,40,1,0,0,2,2,0,2,0,0,0,1,3,61.9,2647.1,0,64.56341463414634,3,0.6359300476947536,64.56341463414634,0,0,Male,Month-to-month,DSL,Mailed check,Stayed,2-4 Years
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,2,118.65,8477.6,0,117.74444444444444,4,0.5933974091099039,117.74444444444444,0,0,Female,Two year,Fiber optic,Electronic check,Stayed,4+ Years
1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35,54.35,1,27.175,1,0.01806684733514,27.175,0,0,Male,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,64.45,4528.0,0,62.02739726027397,4,1.1000763941940412,62.02739726027397,0,0,Female,Two year,DSL,Bank transfer,Stayed,4+ Years
0,0,1,1,22,1,0,1,0,0,0,0,0,2,0,1,2,80.15,1790.65,0,77.85434782608696,2,0.2711028958718423,77.85434782608696,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
1,0,1,1,46,1,0,2,1,1,1,1,1,1,1,1,0,20.2,845.6,0,17.99148936170213,3,2.169811320754717,17.99148936170213,0,0,Male,One year,No Internet,Bank transfer,Stayed,2-4 Years
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,21.0,1210.3,0,21.6125,4,2.5,21.6125,0,0,Female,Two year,No Internet,Mailed check,Stayed,4+ Years
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,20.45,0,10.225,1,0.0466200466200466,10.225,0,0,Male,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,854.45,0,65.72692307692309,1,0.1561483409238777,65.72692307692309,0,0,Female,One year,DSL,Mailed check,Stayed,6-12 Months
1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,80.45,2429.1,0,75.909375,3,0.3806015960712093,75.909375,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,24.95,100.4,1,16.733333333333334,1,0.1926782273603083,16.733333333333334,0,0,Male,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,1,67,1,2,0,2,0,0,0,2,2,2,1,2,75.5,5229.45,0,76.90367647058824,4,0.8758169934640523,76.90367647058824,0,0,Female,Two year,DSL,Electronic check,Stayed,4+ Years
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.45,44.45,0,22.225,1,0.022002200220022,22.225,0,0,Male,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
1,0,1,0,40,0,1,0,2,2,2,0,0,0,1,1,2,42.35,1716.45,1,41.864634146341466,3,0.922722029988466,41.864634146341466,0,0,Male,One year,DSL,Electronic check,Churned,2-4 Years
1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,74.55,3023.55,0,71.98928571428571,3,0.542686962276638,71.98928571428571,0,0,Male,Month-to-month,DSL,Credit card,Stayed,2-4 Years
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.3,75.3,1,37.65,1,0.0131061598951507,37.65,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,4837.6,1,93.03076923076924,4,0.5323590814196242,93.03076923076924,0,0,Male,One year,Fiber optic,Electronic check,Churned,4+ Years
1,0,1,1,42,0,1,0,2,0,2,2,2,0,2,0,1,48.15,2032.3,0,47.26279069767442,3,0.8545269582909462,47.26279069767442,0,0,Male,Two year,DSL,Credit card,Stayed,2-4 Years
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,19.65,436.9,0,18.204166666666666,2,1.1138014527845037,18.204166666666666,0,0,Male,One year,No Internet,Mailed check,Stayed,1-2 Years
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,70.55,1,35.275,1,0.0139762403913347,35.275,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,0,10.075,1,0.0472813238770685,10.075,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,106.6,5893.95,0,103.40263157894736,4,0.5204460966542751,103.40263157894736,0,0,Female,Month-to-month,Fiber optic,Credit card,Stayed,4+ Years
1,0,0,1,15,1,2,1,0,2,0,0,2,0,0,1,2,91.0,1430.05,0,89.378125,2,0.1630434782608695,89.378125,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,25.4,313.0,0,24.07692307692308,1,0.4545454545454546,24.07692307692308,0,0,Male,Two year,No Internet,Bank transfer,Stayed,6-12 Months
0,0,1,1,54,1,0,0,2,0,2,2,0,2,2,0,0,69.95,3871.85,0,70.39727272727272,4,0.7610993657505285,70.39727272727272,0,0,Female,Two year,DSL,Bank transfer,Stayed,4+ Years
0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,66.85,458.1,0,57.2625,1,0.1031687546057479,57.2625,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,6-12 Months
